SYMBOL,QUOTE_TYPE,REGION,SHORT_NAME,FUND_LONG_NAME,CURRENCY,FUND_CATEGORY,FUND_FAMILY,EXCHANGE_CODE,EXCHANGE_NAME,EXCHANGE_TIMEZONE,AVG_VOL_3MONTH,AVG_VOL_10DAY,TOTAL_NET_ASSETS,DAY50_MOVING_AVERAGE,DAY200_MOVING_AVERAGE,WEEK52_HIGH_LOW_CHANGE,WEEK52_HIGH_LOW_CHANGE_PERC,WEEK52_HIGH,WEEK52_HIGH_CHANGE,WEEK52_HIGH_CHANGE_PERC,WEEK52_LOW,WEEK52_LOW_CHANGE,WEEK52_LOW_CHANGE_PERC,INVESTMENT_STRATEGY,FUND_YIELD,INCEPTION_DATE,ANNUAL_HOLDINGS_TURNOVER,INVESTMENT_TYPE,SIZE_TYPE,FUND_ANNUAL_REPORT_NET_EXPENSE_RATIO,CATEGORY_ANNUAL_REPORT_NET_EXPENSE_RATIO,ASSET_STOCKS,ASSET_BONDS,FUND_SECTOR_BASIC_MATERIALS,FUND_SECTOR_COMMUNICATION_SERVICES,FUND_SECTOR_CONSUMER_CYCLICAL,FUND_SECTOR_CONSUMER_DEFENSIVE,FUND_SECTOR_ENERGY,FUND_SECTOR_FINANCIAL_SERVICES,FUND_SECTOR_HEALTHCARE,FUND_SECTOR_INDUSTRIALS,FUND_SECTOR_REAL_ESTATE,FUND_SECTOR_TECHNOLOGY,FUND_SECTOR_UTILITIES,FUND_PRICE_BOOK_RATIO,FUND_PRICE_CASHFLOW_RATIO,FUND_PRICE_EARNING_RATIO,FUND_PRICE_SALES_RATIO,FUND_BOND_MATURITY,FUND_BOND_DURATION,FUND_BONDS_US_GOVERNMENT,FUND_BONDS_AAA,FUND_BONDS_AA,FUND_BONDS_A,FUND_BONDS_BBB,FUND_BONDS_BB,FUND_BONDS_B,FUND_BONDS_BELOW_B,FUND_BONDS_OTHERS,TOP10_HOLDINGS,TOP10_HOLDINGS_TOTAL_ASSETS,RETURNS_AS_OF_DATE,FUND_RETURN_YTD,CATEGORY_RETURN_YTD,FUND_RETURN_1MONTH,CATEGORY_RETURN_1MONTH,FUND_RETURN_3MONTHS,CATEGORY_RETURN_3MONTHS,FUND_RETURN_1YEAR,CATEGORY_RETURN_1YEAR,FUND_RETURN_3YEARS,CATEGORY_RETURN_3YEARS,FUND_RETURN_5YEARS,CATEGORY_RETURN_5YEARS,FUND_RETURN_10YEARS,CATEGORY_RETURN_10YEARS,YEARS_UP,YEARS_DOWN,FUND_RETURN_2020,CATEGORY_RETURN_2020,FUND_RETURN_2019,CATEGORY_RETURN_2019,FUND_RETURN_2018,CATEGORY_RETURN_2018,FUND_RETURN_2017,CATEGORY_RETURN_2017,FUND_RETURN_2016,CATEGORY_RETURN_2016,FUND_RETURN_2015,CATEGORY_RETURN_2015,FUND_RETURN_2014,CATEGORY_RETURN_2014,FUND_RETURN_2013,CATEGORY_RETURN_2013,FUND_RETURN_2012,CATEGORY_RETURN_2012,FUND_RETURN_2011,CATEGORY_RETURN_2011,FUND_RETURN_2010,CATEGORY_RETURN_2010,FUND_RETURN_2009,CATEGORY_RETURN_2009,FUND_RETURN_2008,CATEGORY_RETURN_2008,FUND_RETURN_2007,CATEGORY_RETURN_2007,FUND_RETURN_2006,CATEGORY_RETURN_2006,FUND_RETURN_2005,CATEGORY_RETURN_2005,FUND_RETURN_2004,CATEGORY_RETURN_2004,FUND_RETURN_2003,CATEGORY_RETURN_2003,FUND_RETURN_2002,CATEGORY_RETURN_2002,FUND_RETURN_2001,CATEGORY_RETURN_2001,FUND_RETURN_2000,CATEGORY_RETURN_2000,FUND_ALPHA_3YEARS,FUND_BETA_3YEARS,FUND_MEAN_ANNUAL_RETURN_3YEARS,FUND_R_SQUARED_3YEARS,FUND_STDEV_3YEARS,FUND_SHARPE_RATIO_3YEARS,FUND_TREYNOR_RATIO_3YEARS,FUND_ALPHA_5YEARS,FUND_BETA_5YEARS,FUND_MEAN_ANNUAL_RETURN_5YEARS,FUND_R_SQUARED_5YEARS,FUND_STDEV_5YEARS,FUND_SHARPE_RATIO_5YEARS,FUND_TREYNOR_RATIO_5YEARS,FUND_ALPHA_10YEARS,FUND_BETA_10YEARS,FUND_MEAN_ANNUAL_RETURN_10YEARS,FUND_R_SQUARED_10YEARS,FUND_STDEV_10YEARS,FUND_SHARPE_RATIO_10YEARS,FUND_TREYNOR_RATIO_10YEARS
avem,etf,us,,american century one choice blend 2060 portfolio investor class,usd,,american century investments,pcx,nysearca,america/new_york,73404,107680.0,678537216.0,64.91,66.479,11.275,0.15999,70.475,-7.405,-0.10507,59.2,3.87,0.06537,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",0.0152,2019-09-17,0.08,value,large,0.0033,,0.994,0.0,0.1061,0.1008,0.1424,0.0542,0.044,0.1638,0.0367,0.0857,0.0358,0.2053,0.0251,1.56,7.91,15.07,0.9,,,,,,,,,,,,"avunx (""avantis© u.s. equity g""): 0.2194, acfgx (""american century focused dynamic gr g""): 0.1467, acllx (""american century nt focused lg cap val g""): 0.1435, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0351, aclmx (""american century nt mid cap value g""): 0.0343",0.1736,2021-03-31,0.0638,,0.0063,,0.0638,,0.6842,,,,,,,,1.0,0.0,0.15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avig,etf,us,,american century one choice blend 2060 portfolio i class,usd,intermediate-term bond,american century investments,pcx,nysearca,america/new_york,12661,11070.0,56688444.0,48.961,49.125,2.24,0.04442,50.43,-1.31,-0.02598,48.19,0.93,0.0193,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",,2020-10-13,,,,0.0015,0.0023,,,,,,,,,,,,,,,,,,7.89,6.84,0.0,0.4035,0.0607,0.2168,0.319,0.0,0.0,0.0,0.0,"avunx (""avantis© u.s. equity g""): 0.2194, acfgx (""american century focused dynamic gr g""): 0.1467, acllx (""american century nt focused lg cap val g""): 0.1435, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0351, aclmx (""american century nt mid cap value g""): 0.0343",0.2003,2021-06-30,-0.0168,0.0585,0.0088,0.0006,0.0221,0.0082,,0.0518,,0.0378,,0.0286,,0.0465,,,,,,,,,,,,,,0.00411,,0.05678,,-0.01855,,0.05871,,0.06207,,0.07431,,0.08281,,0.04235,,0.06573,,0.04126,,0.02161,,0.03989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avmu,etf,us,,american century one choice blend 2060 portfolio a class,usd,muni national interm,american century investments,pcx,nysearca,america/new_york,3196,2800.0,27557456.0,49.825,50.008,1.335,0.02636,50.65,-0.6296,-0.01243,49.315,0.7054,0.0143,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",,2020-12-10,,,,0.0015,0.0029,0.0,0.9992,,,,,,,,,,,,,,,,10.38,6.46,0.0,0.1128,0.6234,0.2403,0.0229,0.0,0.0,0.0,0.0006,"avunx (""avantis© u.s. equity g""): 0.2194, acfgx (""american century focused dynamic gr g""): 0.1467, acllx (""american century nt focused lg cap val g""): 0.1435, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0351, aclmx (""american century nt mid cap value g""): 0.0343",0.1157,2021-06-30,0.0026,0.0354,0.0031,-0.0037,0.015,-0.0011,,0.049,,0.0469,,0.0378,,,,,,,,,,,,,,,,0.02875,,0.07266,,-0.01993,,0.03388,,0.0781,,0.02339,,0.10729,,-0.00983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avsf,etf,us,,american century one choice blend 2060 portfolio r class,usd,,american century investments,pcx,nysearca,america/new_york,6932,5430.0,20002296.0,49.66,49.896,2.839,0.05442,52.17,-2.675,-0.05127,49.331,0.164,0.00332,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",,2020-10-14,,value,medium,0.0015,,,,,,,,,,,,,,,,,,,2.89,2.74,0.0,0.5607,0.0557,0.1602,0.2233,0.0,0.0,0.0,0.0,"avunx (""avantis© u.s. equity g""): 0.2194, acfgx (""american century focused dynamic gr g""): 0.1467, acllx (""american century nt focused lg cap val g""): 0.1435, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0351, aclmx (""american century nt mid cap value g""): 0.0343",0.1787,2021-05-31,-0.0024,,0.0021,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avus,etf,us,,american century one choice blend 2060 portfolio r6 class,usd,,american century investments,pcx,nysearca,america/new_york,90220,100570.0,1262527232.0,77.663,74.078,19.624,0.24257,80.9,-4.07,-0.05031,61.276,15.554,0.25384,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",0.0103,2019-09-24,0.03,blend,large,0.0015,,0.9994,0.0,0.0408,0.076,0.1432,0.0553,0.0473,0.1845,0.1135,0.1268,0.004,0.1839,0.0247,3.23,13.43,22.92,1.94,,,,,,,,,,,,"avunx (""avantis© u.s. equity g""): 0.2194, acfgx (""american century focused dynamic gr g""): 0.1467, acllx (""american century nt focused lg cap val g""): 0.1435, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0351, aclmx (""american century nt mid cap value g""): 0.0343",0.1621,2021-05-31,0.1695,,0.0131,,0.1078,,0.5184,,,,,,,,1.0,0.0,0.17448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avuv,etf,us,,american century one choice blend 2065 portfolio investor class,usd,,american century investments,pcx,nysearca,america/new_york,250283,256900.0,932347264.0,79.708,75.515,29.218,0.34541,84.589,-7.75899,-0.09173,55.371,21.459,0.38755,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",0.0116,2019-09-24,0.2,value,small,0.0025,,0.9994,0.0,0.0768,0.0186,0.1601,0.0328,0.1217,0.2913,0.0414,0.1959,0.002,0.0594,0.0,1.59,6.21,14.58,0.86,,,,,,,,,,,,"avunx (""avantis© u.s. equity g""): 0.2192, acfgx (""american century focused dynamic gr g""): 0.1465, acllx (""american century nt focused lg cap val g""): 0.1434, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0352, aclmx (""american century nt mid cap value g""): 0.0343",0.0758,2021-03-31,0.2751,,0.0712,,0.2751,,1.3564,,,,,,,,1.0,0.0,0.06602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
away,etf,us,,american century one choice blend 2065 portfolio i class,usd,consumer cyclical,american century investments,pcx,nysearca,america/new_york,288193,454770.0,381284480.0,27.549,28.973,11.79,0.34134,34.54,-11.51,-0.33324,22.75,0.28,0.01231,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",0.0003,2020-02-12,0.49,blend,medium,0.0075,0.0045,0.9855,0.0092,0.0,0.1224,0.6179,0.0,0.0,0.0,0.0,0.0,0.0,0.2597,0.0,4.65,,,7.85,,,,,,,,,,,,"avunx (""avantis© u.s. equity g""): 0.2192, acfgx (""american century focused dynamic gr g""): 0.1465, acllx (""american century nt focused lg cap val g""): 0.1434, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0352, aclmx (""american century nt mid cap value g""): 0.0343",0.4359,2021-06-30,0.1506,-0.0065,-0.044,-0.0232,-0.0467,-0.0349,0.6184,-0.0367,,0.0331,,0.1271,,0.0608,,,,,,,,,,,,,,0.00646,,0.05748,,0.39301,,0.22049,,0.00709,,0.29909,,0.4642,,-0.39004,,-0.10166,,0.17716,,-0.04359,,0.11649,,0.35013,,-0.21731,,0.06849,,-0.16587,,,,,,,,,,,,,,,,,,,,,
awtm,etf,us,the alger fds ii alger emergin,alger emerging markets fund class a,usd,ultrashort bond,alger,pcx,nysearca,america/new_york,39072,3620.0,155644032.0,49.669,49.779,1.15,0.02299,50.03,-0.495,-0.00989,48.88,0.655,0.0134,"the investment seeks long-term capital appreciation. the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities, including common stocks, american depositary receipts and global depositary receipts, of emerging country issuers. it generally invests in at least three emerging countries, and, at times, may invest a substantial portion of its assets in a single emerging country. the fund may invest in companies of any market capitalization, from larger, well-established companies to small, emerging growth companies.",0.0123,2019-01-28,1.94,,,0.0025,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2330. tw (""taiwan semiconductor manufacturing co ltd""): 0.0675, 005930. ks (""samsung electronics co ltd""): 0.0619, 00700 (""tencent holdings ltd""): 0.0556, 601012 (""longi green energy technology co ltd class a""): 0.0347, 035720. ks (""kakao corp""): 0.0343, tcom (""trip.com group ltd adr""): 0.0329, 2379. tw (""realtek semiconductor corp""): 0.0315, jd (""jd.com inc adr""): 0.0289, 228670. ks (""ray co ltd ordinary shares""): 0.0268, 278280. ks (""chunbo co ltd ordinary shares""): 0.0266",0.4584,2021-06-30,0.0052,0.0107,0.001,0.0007,0.0033,0.0038,0.0252,0.0113,,0.0076,,0.0109,,,1.0,0.0,0.00452,,,,,,,,,,,0.00334,,0.0047,,0.0081,,0.01317,,0.00132,,3e-05,,,,0.01688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azaa,etf,us,strategic enhanced yield fund c,cavanal hill strategic enhanced yield fund class a,usd,large blend,cavanal hill funds,pcx,nysearca,america/new_york,2035,270.0,18157956.0,28.692,27.835,3.064,0.10533,29.09,-0.5245,-0.01803,26.026,2.5395,0.09758,"the investment seeks current income and, secondarily, the opportunity for capital appreciation to produce total return. the fund seeks total return by allocating assets among various fixed income sectors, with no more than 65% of its net assets in any one sector. the adviser will employ a strategy to enhance the fund's yield by shifting assets among higher yielding and lower yielding debt securities across sectors and different maturities based on its view of the relative value of each sector or maturity. under normal circumstances, the fund invests at least 80% of its net assets in bonds.",,2020-05-28,,blend,large,0.0074,0.0036,0.9987,0.0,0.0246,0.111,0.1185,0.0647,0.0279,0.1477,0.1308,0.0925,0.0255,0.2311,0.0256,4.26,17.31,25.99,2.88,,,,,,,,,,,,"""united states treasury notes 0.12%"": 0.1092, apsxx (""cavanal hill government secs mmkt sel""): 0.0358, ""federal farm credit banks 1.95%"": 0.0348, ""federal farm credit banks 1.99%"": 0.0348, ""united states treasury bonds 1.88%"": 0.0281, ""hollyfrontier corporation 2.62%"": 0.0272, ""morgan stanley 4.05%"": 0.0247, ""b. a. t. capital corporation 4.91%"": 0.023, ""asset backed secs corp home equity loan 1.02%"": 0.0222, ""goldman sachs group, inc. 5%"": 0.022",1.1246,2021-06-30,0.0655,0.075,0.0135,-0.0025,0.049,0.032,0.1586,0.1345,,0.1014,,0.1576,,0.0733,,,,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
azaj,etf,us,,american century one choice blend 2065 portfolio a class,usd,large blend,american century investments,pcx,nysearca,america/new_york,15379,3380.0,41533828.0,27.871,27.081,3.55,0.12607,28.16,-0.2579,-0.00916,24.61,3.2921,0.13377,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",,2020-12-31,,blend,large,0.0074,0.0036,0.9993,0.0,0.0246,0.111,0.1186,0.0647,0.0279,0.1476,0.1308,0.0924,0.0255,0.2314,0.0256,4.27,17.31,26.0,2.89,,,,,,,,,,,,"avunx (""avantis© u.s. equity g""): 0.2192, acfgx (""american century focused dynamic gr g""): 0.1465, acllx (""american century nt focused lg cap val g""): 0.1434, avdnx (""avantis© international equity g""): 0.0801, avbnx (""avantis© core fixed income g""): 0.0538, afcgx (""american century focused intl gr g""): 0.045, antgx (""american century non-us intrs val g""): 0.0444, aclkx (""american century nt emerging markets g""): 0.0403, aclwx (""american century nt heritage g""): 0.0352, aclmx (""american century nt mid cap value g""): 0.0343",0.0295,2021-06-30,,0.075,0.0144,-0.0025,0.0495,0.032,,0.1345,,0.1014,,0.1576,,0.0733,,,,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
azal,etf,us,american beacon international e,american beacon international equity fund class r6,usd,large blend,american beacon,pcx,nysearca,america/new_york,3411,2820.0,30547872.0,28.633,27.997,2.71,0.09274,29.22,-0.7321,-0.02505,26.51,1.9779,0.07461,"the investment seeks long-term capital appreciation. the fund normally invests at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in common stocks and securities convertible into common stocks (collectively, ""stocks"") of issuers based in at least three different countries located outside the united states. it primarily invests in countries comprising the msci eafe index©. the msci eafe index is designed to represent the performance of large- and mid-capitalization securities across 21 developed markets countries, including countries in europe, australasia and the far east, and excluding the u.s. and canada.",,2020-06-30,,blend,large,0.0074,0.0036,0.9976,0.0,0.0243,0.1111,0.1188,0.0645,0.028,0.147,0.1308,0.0919,0.0256,0.2326,0.0255,4.28,17.34,26.06,2.89,,,,,,,,,,,,"""future on msci eafe jun21"": 0.0352, aaoxx. pa (""american beacon us govt mmkt select""): 0.0345, san. ks (""sanofi sa""): 0.0307, 005930 (""samsung electronics co ltd""): 0.0251, novn. mi (""novartis ag""): 0.0241, enel. l (""enel spa""): 0.0235, rel. l (""relx plc""): 0.0206, ulvr (""unilever plc""): 0.019, akza. mi (""akzo nobel nv""): 0.0189, ucg (""unicredit spa""): 0.0183",1.5355,2021-06-30,0.0388,0.075,0.0014,-0.0025,0.011,0.032,,0.1345,,0.1014,,0.1576,,0.0733,,,,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
azao,etf,us,invesco select risk growth inv,invesco select risk growth investor fund class r6,usd,large blend,invesco,pcx,nysearca,america/new_york,14720,3410.0,33549998.0,29.625,28.562,4.08,0.1343,30.38,-0.889,-0.02926,26.3,3.191,0.12133,"the investment seeks long-term growth of capital consistent with a higher level of risk relative to the broad stock market. the fund is a ""fund of funds,"" and invests its assets in other underlying mutual funds advised by the adviser and etfs and other pooled investment vehicles. its target allocation is to invest approximately 70%-85% of its total assets in underlying funds that invest primarily in equity securities, approximately 5%-30% of its total assets in underlying funds that invest primarily in fixed-income securities and approximately 5%-20% of its total assets in alternative asset classes.",,2020-09-30,,blend,large,0.0074,0.0036,1.0,0.0,0.0246,0.111,0.1185,0.0647,0.0279,0.1477,0.1308,0.0925,0.0255,0.2311,0.0256,4.26,17.31,25.99,2.88,,,,,,,,,,,,"oglix (""invesco global r6""): 0.1063, ossix (""invesco main street small cap r6""): 0.0983, xslv (""invesco s&p smallcap low volatility etf""): 0.0931, cpbfx (""invesco core plus bond r6""): 0.0802, omfl (""invesco russell 1000© dynamic mltfct etf""): 0.08, oegix (""invesco discovery mid cap growth r6""): 0.0696, splv (""invesco s&p 500© low volatility etf""): 0.0665, rpg (""invesco s&p 500© pure growth etf""): 0.0612, izisx (""invesco international select equity r6""): 0.0348, oscix (""invesco international small-mid com r6""): 0.0341",1.2333,2021-06-30,0.0649,0.075,0.0074,-0.0025,0.0292,0.032,,0.1345,,0.1014,,0.1576,,0.0733,,,,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
azba,etf,us,american fds 2030 target date r,american funds 2030 target date retirement fund class a,usd,large blend,american funds,pcx,nysearca,america/new_york,1961,1910.0,24564352.0,26.784,26.379,1.445,0.05356,26.98,-0.294,-0.0109,25.535,1.151,0.04508,"the investment seeks growth, income and conservation of capital. the fund normally invests a greater portion of its assets in fixed income, equity-income and balanced funds as it approaches and passes its target date. the advisor attempts to achieve its investment objectives by investing in a mix of american funds in different combinations and weightings. the underlying american funds represent a variety of fund categories, including growth funds, growth-and-income funds, equity-income funds, balanced funds and fixed income funds. the fund categories represent differing investment objectives.",,2020-05-28,,blend,large,0.0074,0.0036,0.9987,0.0,0.0245,0.111,0.1186,0.0646,0.0279,0.1474,0.1308,0.0923,0.0255,0.2317,0.0255,4.27,17.32,26.01,2.89,,,,,,,,,,,,"rwmgx (""american funds washington mutual r6""): 0.0772, ricgx (""american funds invmt co of amer r6""): 0.0681, rgvgx (""american funds us government sec r6""): 0.0672, rmfgx (""american funds american mutual r6""): 0.0615, rlbgx (""american funds american balanced r6""): 0.0597, rgbgx (""american funds global balanced r6""): 0.0593, rfngx (""american funds fundamental invs r6""): 0.0577, rbogx (""american funds interm bd fd of amer r6""): 0.0523, rnpgx (""american funds new perspective r6""): 0.0502, rcwgx (""american funds capital world bond r6""): 0.0498",1.1846,2021-06-30,0.0308,0.075,0.0059,-0.0025,0.0218,0.032,0.0809,0.1345,,0.1014,,0.1576,,0.0733,,,,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
